Frame	Median(ns)	Min(ns)		Max(ns)		Frame Time(s)

1	991296.0	798080.0	1069888.0	6938084.6

2	1013504.0	802944.0	1095904.0	6950655.0

3	965344.0	784064.0	1171200.0	7008198.1

4	993440.0	818144.0	1041184.0	6950887.2

5	995712.0	774112.0	1062432.0	6944963.3

6	1015584.0	826848.0	1105088.0	6940936.3

7	1015904.0	833312.0	1083872.0	6946548.7

8	1020128.0	830080.0	1095520.0	6944623.4

9	1021152.0	828512.0	1090624.0	6943213.6

10	1015040.0	834080.0	1065184.0	7016042.5

11	1018464.0	792512.0	1064576.0	6944309.4

12	1016768.0	805536.0	1065472.0	6944157.5

13	1015936.0	820576.0	1070176.0	6944729.9

14	1015520.0	822816.0	1101312.0	6944661.5

15	1011840.0	795200.0	1070176.0	6944385.1

16	1012192.0	835680.0	1089792.0	6943817.4

17	980640.0	780768.0	1078400.0	7009272.8

18	1023904.0	818240.0	1150720.0	6949940.4

19	1015232.0	821952.0	1085696.0	6944138.0

20	1014592.0	801728.0	1061536.0	6944705.2

21	1014432.0	792768.0	1103424.0	6944479.7

22	1014464.0	809248.0	1059808.0	6944088.4

23	1017344.0	836960.0	1100512.0	6945085.6

24	1010784.0	812736.0	2460704.0	7014120.8

25	984512.0	780160.0	1049568.0	6944188.4

26	986656.0	806560.0	1032160.0	6943690.8

27	1007520.0	816096.0	1061632.0	6940613.0

28	1018240.0	803968.0	1073280.0	6949418.9

29	1014496.0	831648.0	1084864.0	6945158.6

30	1013248.0	832544.0	1091296.0	6944402.0

31	1016864.0	836096.0	1089760.0	6942762.6

32	1028384.0	805984.0	1105536.0	7013161.8

33	983264.0	802592.0	1069152.0	6942676.2

34	1019808.0	825888.0	1069664.0	6949046.3

35	1019776.0	820544.0	1086112.0	6942504.4

36	1017632.0	817312.0	1089376.0	6945338.7

37	1014336.0	843424.0	1087104.0	6942601.7

38	1011360.0	821664.0	1061024.0	6954389.7

39	1013536.0	826976.0	1079264.0	7003644.0

40	1004800.0	783648.0	1066240.0	6947536.5

41	1011808.0	825408.0	1080864.0	6944942.8

42	1016672.0	833056.0	1097984.0	6945122.9

43	1021088.0	825664.0	1076288.0	6943278.9

44	1021344.0	809280.0	1152736.0	6943662.1

45	1017504.0	828672.0	1074560.0	6945094.7

46	1018816.0	813856.0	1081856.0	7013981.7

47	1026112.0	820768.0	1089312.0	6945025.7

48	1033952.0	831936.0	1085600.0	6936466.9

49	1026336.0	833600.0	1110944.0	6949766.4

50	1028928.0	846656.0	1089920.0	6947211.5

51	1028032.0	816320.0	1113088.0	6944416.7

52	1022944.0	825344.0	1192704.0	6944143.7

53	1010816.0	812032.0	1082848.0	7013373.8

54	996160.0	795072.0	1052288.0	6942382.5

55	998496.0	809568.0	1066944.0	6945124.5

56	1011264.0	819296.0	1106080.0	6944742.0

57	1020320.0	827488.0	1089472.0	6947682.8

58	1015872.0	835776.0	1085248.0	6944552.1

59	1015232.0	824000.0	1067808.0	6944142.1

60	1011584.0	816384.0	1070816.0	7014155.4

61	1017760.0	799744.0	1067008.0	6943890.0

62	1014880.0	813760.0	1083584.0	6944346.5

63	975584.0	792352.0	1065184.0	6939230.4

64	1018880.0	806368.0	1082880.0	6939681.4

65	1016480.0	836512.0	1084256.0	6955468.2

66	1017152.0	834208.0	1092032.0	6944215.6

67	1015552.0	803936.0	1162496.0	6944257.4

68	1015872.0	805248.0	1079424.0	7014606.7

69	1012640.0	798688.0	1074400.0	6944181.2

70	956064.0	717984.0	1059776.0	6315763.8

71	883296.0	706304.0	964672.0	6943878.1

72	864992.0	708000.0	952096.0	6593703.3

73	937056.0	708608.0	1016960.0	6947962.8

74	977440.0	764768.0	1051904.0	6945580.9

75	991424.0	796256.0	1065056.0	7012979.1

76	1000800.0	816416.0	1091616.0	6948164.3

77	1003168.0	777504.0	1082528.0	6939139.6

78	1012800.0	818240.0	1071328.0	6949904.2

79	1014688.0	806144.0	1072672.0	6942693.0

80	1017632.0	813696.0	1066272.0	6947287.2

81	1014976.0	800224.0	1106432.0	6944534.0

82	973664.0	788224.0	2320672.0	7010231.9

83	965152.0	786816.0	1031904.0	6947805.7

84	969536.0	762752.0	1078688.0	6941757.6

85	1014688.0	815552.0	1110080.0	6946372.2

86	1013536.0	825120.0	1060704.0	6945684.9

87	1017504.0	812864.0	1100896.0	6944928.4

88	1020736.0	822048.0	1083968.0	6944538.4

89	1018208.0	825056.0	1070368.0	7011731.4

90	1021504.0	791296.0	1076736.0	6945787.9

91	1022336.0	836096.0	1093152.0	6945271.7

92	977536.0	787744.0	1064992.0	6933914.6

93	1015072.0	818432.0	1088288.0	6955356.4

94	1014528.0	817344.0	1067520.0	6944951.3

95	1014112.0	807712.0	1066880.0	6943976.0

96	1007520.0	834048.0	1065184.0	6942671.8

97	994336.0	773792.0	1068160.0	7013016.8

98	991264.0	775808.0	1112608.0	6943370.6

99	1013120.0	792032.0	1077696.0	6947620.8

100	1021600.0	828480.0	1086208.0	6944982.7

