Frame	Median(ns)		Min(ns)		Max(ns)		Frame Time(s)

R 1	1116800.0	965312.0	1215776.0	6953123.2

R 2	1103008.0	1033888.0	1225568.0	6943786.5

R 3	1100160.0	984352.0	1187680.0	6935035.0

R 4	1113024.0	1041600.0	1192064.0	6948365.9

R 5	1114880.0	1046752.0	1183488.0	6950515.8

R 6	1083360.0	1008320.0	1200704.0	6938993.7

R 7	1105728.0	1006304.0	1187072.0	6947768.5

R 8	1096640.0	1029536.0	1219712.0	7011793.5

R 9	1085248.0	998304.0	1197344.0	7080839.7

R 10	1103584.0	1023968.0	1190336.0	6948620.9

